geo_id,latitude,longitude,date,name,description,icon,originalSource,geolocation,units,origin,allGeolocations,gear
fa4c8dfa-ced9-4144-31e3-08db40046b63,32.508195,15.211683,2023-04-18T17:00:00,18 1700 APR 2023,"Destroyed helicopter in Jebel Aulia. 6G65+M7G Jebel Aulia, Sudan",_CIRCLES_0051CA_UA_56_22.png,https://twitter.com/trbrtc/status/1648374604795199504,None,Sudanese Armed Forces; Rapid Support Forces,2,True,UNK
c1d3641d-04ef-4ae3-31ec-08db40046b63,30.231875,13.163281,2023-04-18T17:00:00,18 1700 APR 2023,"At El Obeid Airbase, about 360 km southwest of Khartoum, several Su-25 ground attack aircraft have been destroyed. 567J+8Q6 El Obeid, Sudan",_CIRCLES_0051CA_UA_56_32.png,https://twitter.com/trbrtc/status/1648374993099669526,None,Rapid Support Forces,2,True,UNK
77f06920-84d0-4024-321c-08db40046b63,31.836973,18.441238,2023-04-18T17:00:00,18 1700 APR 2023,"Damage sustained to buildings at the Merowe airport. CRRP+FQX Merowe, Sudan",_CIRCLES_AC7339_NEUTRAL_56_192.png,https://twitter.com/BenDoBrown/status/1648405551783591938,None,---,2,True,---
40b543bf-ca26-4b85-321d-08db40046b63,37.2212358,19.6118075,2023-04-18T19:10:00,18 1910 APR 2023,"Low-flying fighter jet from Sudan Air Force flying over Port Susan’s city area. J66C+PFH Port Sudan, Sudan",_CIRCLES_0051CA_UA_56_31.png,https://twitter.com/BenDoBrown/status/1648403714175119364,None,Sudanese Armed Forces,3,True,UNK
a4ff33c5-74b6-4744-3218-08db40046b63,32.508646,15.561115,2023-04-19T10:48:00,19 1048 APR 2023,"A residential complex that caught fire in central Khartoum, Sudan HG65+CFR Khartoum, Sudan",_CIRCLES_AC7339_NEUTRAL_56_192.png,https://twitter.com/marksnoeck/status/1648609458111541249,None,---,3,True,---
dc03a1e4-1b5b-44ee-31de-08db40046b63,32.518884,15.597663,2023-04-19T14:33:00,19 1433 APR 2023,"A sniper position in Khartoum. HGX9+3H6 Khartoum, Sudan",_CIRCLES_400080_BE_56_100.png,https://twitter.com/Khalid50837080/status/1648666085170790402,None,Rapid Support Forces,3,True,---
00e03299-a273-4a88-3223-08db40046b63,25.34498,13.65566,2023-04-19T17:00:00,19 1700 APR 2023,"GEOINT analysis on 19 April 2023, reveals fire and damage caused by clashes between military forces within Sudan. M84V+7X9 Al Fashir, Sudan",_CIRCLES_AC7339_NEUTRAL_56_192.png,https://twitter.com/AllSourceA/status/1649196496791945216,None,---,2,True,---
52f80088-de30-4586-31df-08db40046b63,32.536173,15.597689,2023-04-19T17:27:00,19 1727 APR 2023,"An army tank who crash into an other military vehicle in #Khartoum city Sudan and got destroyed. HGXP+3FF Khartoum, Sudan",_CIRCLES_0051CA_UA_56_42.png,https://twitter.com/WarMonitors/status/1648709922849210368,None,Sudanese Armed Forces; Rapid Support Forces,3,True,UNK
3663a7ac-f967-4ae2-3225-08db40046b63,32.623351,15.591011,2023-04-20T10:25:00,20 1025 APR 2023,"RSF forces on Garri ring road in Khartoum, Sudan. HJRF+C85 Khartoum, Sudan",_CIRCLES_400080_BE_56_61.png,https://twitter.com/SOFDoctor/status/1648966214155157505,None,Rapid Support Forces,1,True,---
c1524a28-ba1c-40a2-3224-08db40046b63,32.492811,15.647526,2023-04-20T16:32:00,20 1632 APR 2023,"Geolocation of RSF convoy in Ondurman, Al-Azhari Roundabout. JFXV+247 Omdurman, Sudan",_CIRCLES_400080_BE_56_61.png,https://twitter.com/amanar_advisor/status/1649088613920182273/photo/1,None,Rapid Support Forces,1,True,---
616e0b98-2724-448a-3226-08db40046b63,24.90923423,12.0867428,2023-04-20T17:00:00,20 1700 APR 2023,"Satellite images show that the World Food Program camp and warehouses in al-Fashir, Sudan, have likely been looted or/and attacked. Most of the tents set up within the camp were dismantled after the start of hostilities. 3WP5+MMX Nyala, Sudan",_CIRCLES_0A5900_NATO_56_132.png,https://twitter.com/COUPSURE/status/1649344365347713026,None,World Food Program,2,True,--- 
5573cb7d-28b3-412f-3227-08db40046b63,32.531111,15.643333,2023-04-21T06:25:00,21 0625 APR 2023,"Troop movement on Al-Ma Una Street. JGVJ+8CQ Khartoum North, Sudan",_CIRCLES_400080_BE_56_100.png,https://twitter.com/kapohmd03/status/1649269894762885121,None,Rapid Support Forces,3,True,---
c7488b82-e530-4c3b-3228-08db40046b63,32.531410166414865,15.652717250106365,2023-04-21T06:25:00,21 0625 APR 2023,"Armed men walking down the Al-Ma Una St, in north Khartoum, Sudan. This was likely filmed this morning around 0600. MG3J+3HM Khartoum North, Sudan",_CIRCLES_400080_BE_56_100.png,https://twitter.com/Mohamed_kamal45/status/1649278291897995266,None,Rapid Support Forces,3,True,---
1f491806-0213-4175-3229-08db40046b63,32.583075,15.53906,2023-04-21T07:41:00,21 0741 APR 2023,"Damaged building in Khartoum on Al Siteen avenue. GHQM+J6G Khartoum, Sudan",_CIRCLES_3184FF_UA_CIV_56_132.png,https://twitter.com/MOTAZALI3/status/1649287393281802244,None,---,1,True,---
